model	file	W2_statistic	p_value
GTR20+C60fix+R3-PMSF	seq_53.fa_gap.sitewise_diversity.txt	5.399915e-01	3.157271e-02
GTR20+C60fix+R3-PMSF	seq_54.fa_gap.sitewise_diversity.txt	4.006730e-01	7.196050e-02
GTR20+C60fix+R3-PMSF	seq_55.fa_gap.sitewise_diversity.txt	3.409737e-01	1.040748e-01
GTR20+C60fix+R3-PMSF	seq_56.fa_gap.sitewise_diversity.txt	7.898668e-02	6.982009e-01
GTR20+C60fix+R3-PMSF	seq_57.fa_gap.sitewise_diversity.txt	1.551842e-01	3.743482e-01
GTR20+C60fix+R3-PMSF	seq_58.fa_gap.sitewise_diversity.txt	3.108014e-01	1.260922e-01
GTR20+C60fix+R3-PMSF	seq_59.fa_gap.sitewise_diversity.txt	1.233004e-01	4.825134e-01
GTR20+C60fix+R3-PMSF	seq_6.fa_gap.sitewise_diversity.txt	2.844473e-01	1.496611e-01
GTR20+C60fix+R3-PMSF	seq_60.fa_gap.sitewise_diversity.txt	2.428821e-01	1.978218e-01
GTR20+C60fix+R3-PMSF	seq_61.fa_gap.sitewise_diversity.txt	5.908420e-01	2.357917e-02
GTR20+C60fix+R3-PMSF	seq_62.fa_gap.sitewise_diversity.txt	3.288241e-01	1.123797e-01
GTR20+C60fix+R3-PMSF	seq_63.fa_gap.sitewise_diversity.txt	2.243247e-01	2.249945e-01
GTR20+C60fix+R3-PMSF	seq_64.fa_gap.sitewise_diversity.txt	3.786868e-01	8.231583e-02
GTR20+C60fix+R3-PMSF	seq_65.fa_gap.sitewise_diversity.txt	1.082586e-01	5.462223e-01
GTR20+C60fix+R3-PMSF	seq_66.fa_gap.sitewise_diversity.txt	2.812126e-01	1.528838e-01
GTR20+C60fix+R3-PMSF	seq_67.fa_gap.sitewise_diversity.txt	1.933509e-01	2.808488e-01
GTR20+C60fix+R3-PMSF	seq_68.fa_gap.sitewise_diversity.txt	8.353328e-02	6.721226e-01
GTR20+C60fix+R3-PMSF	seq_69.fa_gap.sitewise_diversity.txt	1.978588e-01	2.717697e-01
GTR20+C60fix+R3-PMSF	seq_7.fa_gap.sitewise_diversity.txt	6.080717e-01	2.137541e-02
GTR20+C60fix+R3-PMSF	seq_70.fa_gap.sitewise_diversity.txt	1.980641e-01	2.713647e-01
GTR20+C60fix+R3-PMSF	seq_71.fa_gap.sitewise_diversity.txt	6.359106e-01	1.825527e-02
GTR20+C60fix+R3-PMSF	seq_72.fa_gap.sitewise_diversity.txt	5.269962e-02	8.602440e-01
GTR20+C60fix+R3-PMSF	seq_73.fa_gap.sitewise_diversity.txt	4.330814e-01	5.917724e-02
GTR20+C60fix+R3-PMSF	seq_74.fa_gap.sitewise_diversity.txt	6.054203e-01	2.170009e-02
GTR20+C60fix+R3-PMSF	seq_75.fa_gap.sitewise_diversity.txt	1.946421e-01	2.782116e-01
GTR20+C60fix+R3-PMSF	seq_76.fa_gap.sitewise_diversity.txt	2.569537e-01	1.797518e-01
GTR20+C60fix+R3-PMSF	seq_77.fa_gap.sitewise_diversity.txt	8.124634e-01	6.828472e-03
GTR20+C60fix+R3-PMSF	seq_78.fa_gap.sitewise_diversity.txt	1.690171e-01	3.366530e-01
GTR20+C60fix+R3-PMSF	seq_79.fa_gap.sitewise_diversity.txt	7.646551e-01	8.889344e-03
GTR20+C60fix+R3-PMSF	seq_8.fa_gap.sitewise_diversity.txt	1.654018e-01	3.460435e-01
GTR20+C60fix+R3-PMSF	seq_80.fa_gap.sitewise_diversity.txt	3.980482e-01	7.311898e-02
GTR20+C60fix+R3-PMSF	seq_81.fa_gap.sitewise_diversity.txt	3.934362e-01	7.520382e-02
GTR20+C60fix+R3-PMSF	seq_82.fa_gap.sitewise_diversity.txt	4.676661e-01	4.817095e-02
GTR20+C60fix+R3-PMSF	seq_83.fa_gap.sitewise_diversity.txt	3.063822e-01	1.297341e-01
GTR20+C60fix+R3-PMSF	seq_84.fa_gap.sitewise_diversity.txt	3.704954e-01	8.657934e-02
GTR20+C60fix+R3-PMSF	seq_85.fa_gap.sitewise_diversity.txt	2.519488e-01	1.859502e-01
GTR20+C60fix+R3-PMSF	seq_86.fa_gap.sitewise_diversity.txt	4.286427e-01	6.077367e-02
GTR20+C60fix+R3-PMSF	seq_87.fa_gap.sitewise_diversity.txt	9.279281e-02	6.217754e-01
GTR20+C60fix+R3-PMSF	seq_88.fa_gap.sitewise_diversity.txt	3.797278e-01	8.179063e-02
GTR20+C60fix+R3-PMSF	seq_89.fa_gap.sitewise_diversity.txt	1.816483e-01	3.061704e-01
GTR20+C60fix+R3-PMSF	seq_9.fa_gap.sitewise_diversity.txt	2.197365e-01	2.323745e-01
GTR20+C60fix+R3-PMSF	seq_90.fa_gap.sitewise_diversity.txt	3.160972e-01	1.218781e-01
GTR20+C60fix+R3-PMSF	seq_91.fa_gap.sitewise_diversity.txt	7.033746e-01	1.249710e-02
GTR20+C60fix+R3-PMSF	seq_92.fa_gap.sitewise_diversity.txt	4.260228e-01	6.173754e-02
GTR20+C60fix+R3-PMSF	seq_93.fa_gap.sitewise_diversity.txt	4.451772e-01	5.505027e-02
GTR20+C60fix+R3-PMSF	seq_94.fa_gap.sitewise_diversity.txt	3.264749e-01	1.140690e-01
GTR20+C60fix+R3-PMSF	seq_95.fa_gap.sitewise_diversity.txt	2.595496e-01	1.766311e-01
GTR20+C60fix+R3-PMSF	seq_96.fa_gap.sitewise_diversity.txt	3.498306e-01	9.844874e-02
GTR20+C60fix+R3-PMSF	seq_97.fa_gap.sitewise_diversity.txt	3.451630e-01	1.013707e-01
GTR20+C60fix+R3-PMSF	seq_98.fa_gap.sitewise_diversity.txt	2.119361e-01	2.455891e-01
GTR20+C60fix+R3-PMSF	seq_99.fa_gap.sitewise_diversity.txt	2.547827e-01	1.824107e-01
GTR20+C60opt+R3-PMSF	seq_1.fa_gap.sitewise_diversity.txt	6.312359e-02	7.948433e-01
GTR20+C60opt+R3-PMSF	seq_10.fa_gap.sitewise_diversity.txt	1.345398e-01	4.405669e-01
GTR20+C60opt+R3-PMSF	seq_100.fa_gap.sitewise_diversity.txt	2.267455e-01	2.212120e-01
GTR20+C60opt+R3-PMSF	seq_11.fa_gap.sitewise_diversity.txt	1.361404e-01	4.349539e-01
GTR20+C60opt+R3-PMSF	seq_12.fa_gap.sitewise_diversity.txt	2.927421e-01	1.417442e-01
GTR20+C60opt+R3-PMSF	seq_13.fa_gap.sitewise_diversity.txt	1.288991e-01	4.610514e-01
GTR20+C60opt+R3-PMSF	seq_14.fa_gap.sitewise_diversity.txt	1.817857e-01	3.058576e-01
GTR20+C60opt+R3-PMSF	seq_15.fa_gap.sitewise_diversity.txt	1.906674e-01	2.864258e-01
GTR20+C60opt+R3-PMSF	seq_16.fa_gap.sitewise_diversity.txt	1.005617e-01	5.824957e-01
GTR20+C60opt+R3-PMSF	seq_17.fa_gap.sitewise_diversity.txt	1.317622e-01	4.505150e-01
GTR20+C60opt+R3-PMSF	seq_18.fa_gap.sitewise_diversity.txt	1.167272e-01	5.092312e-01
GTR20+C60opt+R3-PMSF	seq_19.fa_gap.sitewise_diversity.txt	2.212639e-01	2.298865e-01
GTR20+C60opt+R3-PMSF	seq_2.fa_gap.sitewise_diversity.txt	7.803656e-02	7.037569e-01
GTR20+C60opt+R3-PMSF	seq_20.fa_gap.sitewise_diversity.txt	1.419623e-01	4.152475e-01
GTR20+C60opt+R3-PMSF	seq_21.fa_gap.sitewise_diversity.txt	6.488415e-02	7.838039e-01
GTR20+C60opt+R3-PMSF	seq_22.fa_gap.sitewise_diversity.txt	2.212078e-01	2.299772e-01
GTR20+C60opt+R3-PMSF	seq_23.fa_gap.sitewise_diversity.txt	2.625190e-01	1.731378e-01
GTR20+C60opt+R3-PMSF	seq_24.fa_gap.sitewise_diversity.txt	1.488297e-01	3.933662e-01
GTR20+C60opt+R3-PMSF	seq_25.fa_gap.sitewise_diversity.txt	2.393818e-01	2.026396e-01
GTR20+C60opt+R3-PMSF	seq_26.fa_gap.sitewise_diversity.txt	2.446632e-01	1.954218e-01
GTR20+C60opt+R3-PMSF	seq_27.fa_gap.sitewise_diversity.txt	1.724428e-01	3.280374e-01
GTR20+C60opt+R3-PMSF	seq_28.fa_gap.sitewise_diversity.txt	1.256684e-01	4.732946e-01
GTR20+C60opt+R3-PMSF	seq_29.fa_gap.sitewise_diversity.txt	1.048699e-01	5.618735e-01
GTR20+C60opt+R3-PMSF	seq_3.fa_gap.sitewise_diversity.txt	1.752331e-01	3.212159e-01
GTR20+C60opt+R3-PMSF	seq_30.fa_gap.sitewise_diversity.txt	9.102895e-02	6.310717e-01
GTR20+C60opt+R3-PMSF	seq_31.fa_gap.sitewise_diversity.txt	5.329584e-01	3.288352e-02
GTR20+C60opt+R3-PMSF	seq_32.fa_gap.sitewise_diversity.txt	1.832440e-01	3.025608e-01
GTR20+C60opt+R3-PMSF	seq_33.fa_gap.sitewise_diversity.txt	1.463986e-01	4.009498e-01
GTR20+C60opt+R3-PMSF	seq_34.fa_gap.sitewise_diversity.txt	1.173682e-01	5.065511e-01
GTR20+C60opt+R3-PMSF	seq_35.fa_gap.sitewise_diversity.txt	1.421461e-01	4.146431e-01
GTR20+C60opt+R3-PMSF	seq_36.fa_gap.sitewise_diversity.txt	1.262333e-01	4.711263e-01
GTR20+C60opt+R3-PMSF	seq_37.fa_gap.sitewise_diversity.txt	1.083205e-01	5.459411e-01
GTR20+C60opt+R3-PMSF	seq_38.fa_gap.sitewise_diversity.txt	9.230858e-02	6.243135e-01
GTR20+C60opt+R3-PMSF	seq_39.fa_gap.sitewise_diversity.txt	1.071218e-01	5.514174e-01
GTR20+C60opt+R3-PMSF	seq_4.fa_gap.sitewise_diversity.txt	1.703957e-01	3.331533e-01
GTR20+C60opt+R3-PMSF	seq_40.fa_gap.sitewise_diversity.txt	8.606016e-02	6.580076e-01
GTR20+C60opt+R3-PMSF	seq_41.fa_gap.sitewise_diversity.txt	2.371099e-01	2.058398e-01
GTR20+C60opt+R3-PMSF	seq_42.fa_gap.sitewise_diversity.txt	7.386918e-02	7.285302e-01
GTR20+C60opt+R3-PMSF	seq_43.fa_gap.sitewise_diversity.txt	8.941108e-02	6.397214e-01
GTR20+C60opt+R3-PMSF	seq_44.fa_gap.sitewise_diversity.txt	2.352173e-01	2.085511e-01
GTR20+C60opt+R3-PMSF	seq_45.fa_gap.sitewise_diversity.txt	2.477982e-01	1.912790e-01
GTR20+C60opt+R3-PMSF	seq_46.fa_gap.sitewise_diversity.txt	4.129777e-01	6.678758e-02
GTR20+C60opt+R3-PMSF	seq_47.fa_gap.sitewise_diversity.txt	1.098080e-01	5.392305e-01
GTR20+C60opt+R3-PMSF	seq_48.fa_gap.sitewise_diversity.txt	1.133191e-01	5.237606e-01
GTR20+C60opt+R3-PMSF	seq_49.fa_gap.sitewise_diversity.txt	1.472410e-01	3.983023e-01
GTR20+C60opt+R3-PMSF	seq_5.fa_gap.sitewise_diversity.txt	2.724145e-01	1.620574e-01
GTR20+C60opt+R3-PMSF	seq_50.fa_gap.sitewise_diversity.txt	1.208447e-01	4.922980e-01
GTR20+C60opt+R3-PMSF	seq_51.fa_gap.sitewise_diversity.txt	8.375648e-02	6.708647e-01
GTR20+C60opt+R3-PMSF	seq_52.fa_gap.sitewise_diversity.txt	6.514718e-02	7.821586e-01
GTR20+C60opt+R3-PMSF	seq_53.fa_gap.sitewise_diversity.txt	2.515472e-01	1.864581e-01
GTR20+C60opt+R3-PMSF	seq_54.fa_gap.sitewise_diversity.txt	1.142890e-01	5.195775e-01
GTR20+C60opt+R3-PMSF	seq_55.fa_gap.sitewise_diversity.txt	7.659075e-02	7.122787e-01
GTR20+C60opt+R3-PMSF	seq_56.fa_gap.sitewise_diversity.txt	2.150300e-01	2.402439e-01
GTR20+C60opt+R3-PMSF	seq_57.fa_gap.sitewise_diversity.txt	1.084152e-01	5.455110e-01
GTR20+C60opt+R3-PMSF	seq_58.fa_gap.sitewise_diversity.txt	8.527078e-02	6.623872e-01
GTR20+C60opt+R3-PMSF	seq_59.fa_gap.sitewise_diversity.txt	1.170149e-01	5.080263e-01
GTR20+C60opt+R3-PMSF	seq_6.fa_gap.sitewise_diversity.txt	7.080321e-02	7.471407e-01
GTR20+C60opt+R3-PMSF	seq_60.fa_gap.sitewise_diversity.txt	2.479907e-01	1.910279e-01
GTR20+C60opt+R3-PMSF	seq_61.fa_gap.sitewise_diversity.txt	1.267717e-01	4.690707e-01
GTR20+C60opt+R3-PMSF	seq_62.fa_gap.sitewise_diversity.txt	1.578838e-01	3.666059e-01
GTR20+C60opt+R3-PMSF	seq_63.fa_gap.sitewise_diversity.txt	1.106878e-01	5.353057e-01
GTR20+C60opt+R3-PMSF	seq_64.fa_gap.sitewise_diversity.txt	1.262929e-01	4.708982e-01
GTR20+C60opt+R3-PMSF	seq_65.fa_gap.sitewise_diversity.txt	3.717363e-01	8.591832e-02
GTR20+C60opt+R3-PMSF	seq_66.fa_gap.sitewise_diversity.txt	4.059847e-02	9.304933e-01
GTR20+C60opt+R3-PMSF	seq_67.fa_gap.sitewise_diversity.txt	2.175715e-01	2.359560e-01
GTR20+C60opt+R3-PMSF	seq_68.fa_gap.sitewise_diversity.txt	1.214613e-01	4.898194e-01
GTR20+C60opt+R3-PMSF	seq_69.fa_gap.sitewise_diversity.txt	2.118300e-01	2.457750e-01
GTR20+C60opt+R3-PMSF	seq_7.fa_gap.sitewise_diversity.txt	9.790544e-02	5.956209e-01
GTR20+C60opt+R3-PMSF	seq_70.fa_gap.sitewise_diversity.txt	1.278229e-01	4.650875e-01
GTR20+C60opt+R3-PMSF	seq_71.fa_gap.sitewise_diversity.txt	1.289650e-01	4.608056e-01
GTR20+C60opt+R3-PMSF	seq_72.fa_gap.sitewise_diversity.txt	2.418210e-01	1.992681e-01
GTR20+C60opt+R3-PMSF	seq_73.fa_gap.sitewise_diversity.txt	7.983623e-02	6.932635e-01
GTR20+C60opt+R3-PMSF	seq_74.fa_gap.sitewise_diversity.txt	1.459800e-01	4.022733e-01
GTR20+C60opt+R3-PMSF	seq_75.fa_gap.sitewise_diversity.txt	2.861042e-01	1.480404e-01
GTR20+C60opt+R3-PMSF	seq_76.fa_gap.sitewise_diversity.txt	1.457904e-01	4.028743e-01
GTR20+C60opt+R3-PMSF	seq_77.fa_gap.sitewise_diversity.txt	3.823903e-01	8.046380e-02
GTR20+C60opt+R3-PMSF	seq_78.fa_gap.sitewise_diversity.txt	7.447576e-02	7.248852e-01
GTR20+C60opt+R3-PMSF	seq_79.fa_gap.sitewise_diversity.txt	2.367827e-01	2.063056e-01
GTR20+C60opt+R3-PMSF	seq_8.fa_gap.sitewise_diversity.txt	5.046973e-02	8.739413e-01
GTR20+C60opt+R3-PMSF	seq_80.fa_gap.sitewise_diversity.txt	1.450818e-01	4.051307e-01
GTR20+C60opt+R3-PMSF	seq_81.fa_gap.sitewise_diversity.txt	7.758743e-02	7.063955e-01
GTR20+C60opt+R3-PMSF	seq_82.fa_gap.sitewise_diversity.txt	2.910381e-01	1.433309e-01
GTR20+C60opt+R3-PMSF	seq_83.fa_gap.sitewise_diversity.txt	7.125578e-02	7.443750e-01
GTR20+C60opt+R3-PMSF	seq_84.fa_gap.sitewise_diversity.txt	1.249819e-01	4.759456e-01
GTR20+C60opt+R3-PMSF	seq_85.fa_gap.sitewise_diversity.txt	1.444988e-01	4.069989e-01
GTR20+C60opt+R3-PMSF	seq_86.fa_gap.sitewise_diversity.txt	2.175526e-01	2.359876e-01
GTR20+C60opt+R3-PMSF	seq_87.fa_gap.sitewise_diversity.txt	6.688639e-02	7.713118e-01
GTR20+C60opt+R3-PMSF	seq_88.fa_gap.sitewise_diversity.txt	1.066746e-01	5.534767e-01
GTR20+C60opt+R3-PMSF	seq_89.fa_gap.sitewise_diversity.txt	1.120093e-01	5.294717e-01
GTR20+C60opt+R3-PMSF	seq_9.fa_gap.sitewise_diversity.txt	2.631389e-01	1.724186e-01
GTR20+C60opt+R3-PMSF	seq_90.fa_gap.sitewise_diversity.txt	1.507664e-01	3.874489e-01
GTR20+C60opt+R3-PMSF	seq_91.fa_gap.sitewise_diversity.txt	5.164649e-02	8.667387e-01
GTR20+C60opt+R3-PMSF	seq_92.fa_gap.sitewise_diversity.txt	8.745296e-02	6.503466e-01
GTR20+C60opt+R3-PMSF	seq_93.fa_gap.sitewise_diversity.txt	2.338919e-01	2.104745e-01
GTR20+C60opt+R3-PMSF	seq_94.fa_gap.sitewise_diversity.txt	8.763763e-02	6.493373e-01
GTR20+C60opt+R3-PMSF	seq_95.fa_gap.sitewise_diversity.txt	3.875200e-01	7.797302e-02
GTR20+C60opt+R3-PMSF	seq_96.fa_gap.sitewise_diversity.txt	1.105819e-01	5.357763e-01
GTR20+C60opt+R3-PMSF	seq_97.fa_gap.sitewise_diversity.txt	2.457601e-01	1.939604e-01
GTR20+C60opt+R3-PMSF	seq_98.fa_gap.sitewise_diversity.txt	1.086414e-01	5.444854e-01
GTR20+C60opt+R3-PMSF	seq_99.fa_gap.sitewise_diversity.txt	1.316522e-01	4.509145e-01
LG+C60+R3	seq_1.fa_gap.sitewise_diversity.txt	2.308169e-02	9.932566e-01
LG+C60+R3	seq_10.fa_gap.sitewise_diversity.txt	1.232186e-01	4.828356e-01
LG+C60+R3	seq_100.fa_gap.sitewise_diversity.txt	1.044819e-01	5.636971e-01
LG+C60+R3	seq_11.fa_gap.sitewise_diversity.txt	2.817823e-01	1.523105e-01
LG+C60+R3	seq_12.fa_gap.sitewise_diversity.txt	2.332303e-01	2.114425e-01
LG+C60+R3	seq_13.fa_gap.sitewise_diversity.txt	1.112580e-01	5.327794e-01
LG+C60+R3	seq_14.fa_gap.sitewise_diversity.txt	1.352730e-01	4.379848e-01
LG+C60+R3	seq_15.fa_gap.sitewise_diversity.txt	2.924587e-01	1.420067e-01
LG+C60+R3	seq_16.fa_gap.sitewise_diversity.txt	7.974669e-02	6.937825e-01
LG+C60+R3	seq_17.fa_gap.sitewise_diversity.txt	1.070806e-01	5.516070e-01
LG+C60+R3	seq_18.fa_gap.sitewise_diversity.txt	1.324903e-01	4.478816e-01
LG+C60+R3	seq_19.fa_gap.sitewise_diversity.txt	1.248229e-01	4.765622e-01
LG+C60+R3	seq_2.fa_gap.sitewise_diversity.txt	5.550901e-02	8.427482e-01
LG+C60+R3	seq_20.fa_gap.sitewise_diversity.txt	2.686241e-02	9.855276e-01
LG+C60+R3	seq_21.fa_gap.sitewise_diversity.txt	4.415484e-02	9.111413e-01
LG+C60+R3	seq_22.fa_gap.sitewise_diversity.txt	1.041209e-01	5.654000e-01
LG+C60+R3	seq_23.fa_gap.sitewise_diversity.txt	7.739360e-02	7.075367e-01
LG+C60+R3	seq_24.fa_gap.sitewise_diversity.txt	2.972065e-02	9.773626e-01
LG+C60+R3	seq_25.fa_gap.sitewise_diversity.txt	1.433539e-01	4.106972e-01
LG+C60+R3	seq_26.fa_gap.sitewise_diversity.txt	1.113101e-01	5.325491e-01
LG+C60+R3	seq_27.fa_gap.sitewise_diversity.txt	2.852522e-01	1.488713e-01
LG+C60+R3	seq_28.fa_gap.sitewise_diversity.txt	1.260149e-01	4.719630e-01
LG+C60+R3	seq_29.fa_gap.sitewise_diversity.txt	6.051147e-02	8.112819e-01
LG+C60+R3	seq_3.fa_gap.sitewise_diversity.txt	1.429929e-01	4.118718e-01
LG+C60+R3	seq_30.fa_gap.sitewise_diversity.txt	1.225199e-01	4.855982e-01
LG+C60+R3	seq_31.fa_gap.sitewise_diversity.txt	1.013138e-01	5.788364e-01
LG+C60+R3	seq_32.fa_gap.sitewise_diversity.txt	4.026711e-02	9.322181e-01
LG+C60+R3	seq_33.fa_gap.sitewise_diversity.txt	4.586354e-01	5.081667e-02
LG+C60+R3	seq_34.fa_gap.sitewise_diversity.txt	4.870004e-01	4.298545e-02
LG+C60+R3	seq_35.fa_gap.sitewise_diversity.txt	4.527272e-02	9.047816e-01
LG+C60+R3	seq_36.fa_gap.sitewise_diversity.txt	3.804896e-02	9.433624e-01
LG+C60+R3	seq_37.fa_gap.sitewise_diversity.txt	7.131580e-02	7.440086e-01
LG+C60+R3	seq_38.fa_gap.sitewise_diversity.txt	3.874451e-02	9.399463e-01
LG+C60+R3	seq_39.fa_gap.sitewise_diversity.txt	2.781054e-01	1.560541e-01
LG+C60+R3	seq_4.fa_gap.sitewise_diversity.txt	2.722191e-01	1.622681e-01
LG+C60+R3	seq_40.fa_gap.sitewise_diversity.txt	5.756555e-02	8.298373e-01
LG+C60+R3	seq_41.fa_gap.sitewise_diversity.txt	5.360146e-02	8.546515e-01
LG+C60+R3	seq_42.fa_gap.sitewise_diversity.txt	3.343794e-01	1.084945e-01
LG+C60+R3	seq_43.fa_gap.sitewise_diversity.txt	1.910392e-01	2.856453e-01
LG+C60+R3	seq_44.fa_gap.sitewise_diversity.txt	8.874734e-02	6.433039e-01
LG+C60+R3	seq_45.fa_gap.sitewise_diversity.txt	1.584547e-01	3.649935e-01
LG+C60+R3	seq_46.fa_gap.sitewise_diversity.txt	1.456522e-01	4.033133e-01
LG+C60+R3	seq_47.fa_gap.sitewise_diversity.txt	8.009669e-02	6.917556e-01
LG+C60+R3	seq_48.fa_gap.sitewise_diversity.txt	7.113629e-02	7.451046e-01
LG+C60+R3	seq_49.fa_gap.sitewise_diversity.txt	1.185663e-01	5.015853e-01
LG+C60+R3	seq_5.fa_gap.sitewise_diversity.txt	4.862264e-02	8.851061e-01
LG+C60+R3	seq_50.fa_gap.sitewise_diversity.txt	1.609123e-01	3.581498e-01
LG+C60+R3	seq_51.fa_gap.sitewise_diversity.txt	1.024218e-01	5.734914e-01
LG+C60+R3	seq_52.fa_gap.sitewise_diversity.txt	5.108131e-01	3.739696e-02
LG+C60+R3	seq_53.fa_gap.sitewise_diversity.txt	2.321834e-01	2.129850e-01
LG+C60+R3	seq_54.fa_gap.sitewise_diversity.txt	1.208937e-01	4.921005e-01
LG+C60+R3	seq_55.fa_gap.sitewise_diversity.txt	9.031908e-02	6.348525e-01
LG+C60+R3	seq_56.fa_gap.sitewise_diversity.txt	6.249956e-01	1.941822e-02
